8181 26518
1735 1834 172
2447 1895 -934
4469 286 -182
1201 4487 300
3753 2961 655
5077 4580 -390
4233 120 650
1907 91 -503
7732 598 882
1058 2734 55
1742 3247 232
3503 2080 767
3858 956 125
5151 3887 292
4734 7544 -804
4822 2276 -178
523 538 -653
5373 169 -194
6648 5132 203
2817 1725 774
5251 7933 -540
4809 3755 308
6172 1318 -479
3009 1859 206
2167 925 -712
6372 7298 -869
2634 5643 94
3493 6792 -967
1515 3945 -143
3819 4676 696
3982 7562 501
236 7416 -410
835 7527 988
4146 2020 -77
648 4186 -287
4768 996 806
4868 5189 -414
2849 4700 -919
1916 7042 615
1250 3458 -906
6892 956 11
8014 2218 -724
4613 724 224
6462 3236 -334
7490 4333 -233
5267 2013 631
7784 1744 -728
1458 5635 274
8181 503 -434
4731 406 593
6686 2135 418
720 8002 -709
1821 2122 509
4765 1304 497
6760 3814 448
5144 3096 628
7808 4806 -292
803 4050 -780
775 4384 -249
770 6832 -182
1070 6377 -508
6694 6 -25
3305 1882 553
7906 4025 -152
1810 6573 -889
5981 6385 -15
4385 3877 -375
8036 4793 379
4836 2819 792
7615 2319 -513
2605 1041 294
3226 1717 11
7162 881 -381
3592 5494 102
191 2356 -527
5597 1970 -207
4337 2029 201
3011 5239 -420
7189 1673 -711
5688 5404 -656
1665 7812 428
3840 5105 511
1251 6491 520
442 986 -220
6075 7729 940
2287 402 740
3345 938 798
7509 4099 -965
2749 3709 -468
5799 7600 -360
5434 4765 -15
8162 5789 293
4752 7969 -922
761 3185 357
1005 6835 762
6210 5101 -331
1574 4360 -418
6430 5188 840
2302 1104 746
778 8037 -962
2123 5754 -543
2441 1265 58
3949 3001 -280
3277 4806 561
7742 1235 215
7238 2455 -588
5825 5886 411
1923 1239 -889
3294 7008 -314
1090 5200 78
3101 1533 329
4170 7547 -868
3793 2537 175
6461 5585 460
4871 57 -324
3957 941 969
3684 3002 679
4769 4771 385
2632 1887 -248
7221 1212 423
7798 1624 769
4049 1162 -865
5266 1334 -518
5818 69 713
33 3705 -558
2165 5573 -784
5404 4533 334
2302 5480 -967
7481 4203 322
6169 4732 99
4993 4271 -873
5164 2698 -756
781 6003 254
707 6239 750
2798 1471 -846
5795 3136 62
4525 3076 223
7581 3819 -414
3602 7155 -669
527 1087 -523
3482 1592 368
5622 5609 177
4183 7530 -992
7819 3804 -931
5348 5055 -323
2562 2278 893
979 2489 -902
4281 5732 -729
6943 2082 688
6279 2580 572
2602 3409 -726
7517 882 -851
3195 5816 -488
384 367 -824
2501 2503 814
2321 2148 -395
7269 114 867
6043 7721 188
1269 8089 -180
7699 5301 -102
5266 5148 897
1919 8064 177
3178 119 -703
2626 657 -854
4496 4268 795
5440 1150 -615
3958 1234 -6
1510 7981 -275
4560 1730 264
6804 2013 -167
1490 1601 -989
5887 7428 659
1915 6055 -528
413 691 512
3351 7880 566
2410 1977 -451
5783 7525 -794
1716 1925 -209
2963 800 -35
6874 702 155
524 295 -533
5222 7523 49
2301 925 351
4326 4273 403
5025 7650 -515
1224 7301 76
1123 6588 23
375 34 -665
2149 2311 79
1376 3557 162
2799 5007 85
1366 300 305
1385 3599 -933
4532 5224 846
3359 947 989
2469 6792 -491
878 2162 922
5233 5264 -5
7954 4644 -73
630 2363 -311
480 575 530
4039 2734 -183
3965 5980 -57
6584 83 -866
3504 1043 506
4852 3053 -479
59 3306 -62
8076 7731 93
4234 6824 964
4520 735 -2
6816 419 -498
410 3205 -542
3631 169 685
4949 4100 722
2365 1229 -203
3691 3855 -532
5920 7021 781
4251 5056 813
168 278 -17
3717 4502 112
100 671 895
7423 5321 885
4989 2660 -799
98 7442 -910
3854 7561 362
6480 5892 648
968 3744 133
3739 2582 -689
3669 4165 -710
1578 7363 353
4006 2052 952
6409 546 -372
4316 3993 606
6231 1804 574
1774 5910 479
6900 629 -808
7758 506 986
712 2509 -569
2795 6600 -404
576 4523 785
3148 6289 -295
3648 1088 758
2606 5202 468
2844 787 716
7617 6447 579
600 232 -37
4912 295 141
2997 7246 -894
3311 2150 92
2889 5668 347
4903 4535 -439
5933 3383 756
2990 79 589
1490 333 -190
6334 729 -978
3671 6204 970
2988 4009 101
2010 7249 973
5264 5230 -838
4694 158 -269
3865 7709 -769
5075 1823 685
7762 973 222
7660 5110 -319
2324 2466 -415
7589 6062 35
3907 117 744
3745 6336 213
3910 1077 572
7028 214 -506
4981 5161 -226
5179 2969 465
2374 2558 271
7005 6083 422
5848 1377 -823
5630 1031 954
7524 283 783
2497 5675 642
1764 2923 -313
6449 1846 434
5963 6728 34
1990 4252 620
5352 6480 724
4988 6606 471
1554 6876 889
6518 1163 838
3525 2091 971
3833 7362 -89
1875 2963 932
1163 3486 -332
1954 2553 -929
1717 7109 719
6747 1157 -370
687 7663 378
7942 64 321
3462 4301 -958
3839 936 -418
6392 1834 -306
2400 2580 462
7822 1924 31
4022 2524 -548
548 4741 460
5932 7219 -611
4418 5802 -741
220 4213 780
6673 1300 20
4257 826 629
304 2776 -870
6218 3539 -393
7852 2977 -515
3248 4500 -664
4457 7619 890
885 6689 -174
6704 2675 435
7186 5097 -356
1843 5803 -167
6605 7423 499
2550 1493 -835
5089 1939 -991
5938 3943 -957
6332 7880 109
6235 2858 945
7647 3014 -587
7651 3458 3
2327 4090 -537
6362 2896 -854
7881 866 518
1924 6532 34
8086 5660 -336
5127 4382 524
7448 7767 101
8019 7832 -293
1667 1802 -340
6359 6710 -752
6656 8175 -162
5350 6076 -758
7650 6599 -836
3023 6734 159
548 3945 415
56 724 12
2358 5312 -193
2582 7422 -393
3918 5963 -499
4933 857 -545
5953 7544 530
4309 930 613
512 229 863
2998 2838 -506
327 246 372
6501 7998 -852
6900 7194 894
7990 3738 -811
2892 1394 -179
6078 6416 -618
3263 2638 70
2981 7455 820
6236 3474 860
3518 2933 -162
6162 6838 428
5995 4412 116
3720 284 -728
7091 1259 -424
2854 1455 299
1790 7759 -224
672 2812 121
5798 5593 -435
4783 3042 973
3561 3987 29
6794 2229 398
1740 4553 503
5026 5319 665
5319 7864 -14
3426 3147 -736
2200 7818 347
6019 4126 -245
1352 653 -70
5634 168 489
4795 392 -829
4469 1090 -802
777 4842 -624
1729 3360 405
1243 999 287
4038 6809 523
733 5525 974
4096 2429 -216
7694 2175 602
5175 4499 -678
2183 1136 175
7102 498 110
1821 3416 767
3284 7520 515
1669 7557 -857
6910 5305 -564
4156 5348 544
7773 6219 534
4375 5440 463
3326 228 320
1222 3836 727
5775 3394 838
2827 3484 -696
6779 2990 666
232 3713 -792
7131 4636 164
7699 3848 -113
675 3311 54
6814 4535 874
2689 2653 -582
4808 6511 728
2296 6145 -839
6802 7095 780
1354 4526 347
4383 2310 -212
1204 900 -462
7682 1553 824
5389 8078 869
5079 6588 432
7567 2976 216
5829 87 693
4238 408 472
3715 3749 -748
5349 539 382
8011 4012 888
108 2706 -882
3620 3678 530
653 3605 103
3614 6949 -795
3690 6020 151
1356 3224 -832
7278 5825 -808
674 3887 525
2583 2020 711
837 970 -827
2894 203 -771
5278 4875 -69
3909 3336 609
3171 4138 -312
3592 1350 -709
6213 2693 -136
1914 7044 -576
6799 7685 -246
7769 6691 526
7507 5210 173
4478 965 -36
1042 2872 -630
8037 7457 -520
7135 3751 -807
1942 5009 -553
872 5587 153
661 5059 991
6987 1086 341
6270 3336 801
4890 3623 34
1408 7510 -486
1311 819 -897
2771 2778 -347
5848 4270 -183
721 2173 651
3900 2534 -107
5994 5820 966
5352 2127 -32
2989 4587 -852
16 3803 -309
6006 1207 459
5630 5135 601
470 5408 463
1581 2507 614
7405 6908 -273
1749 5759 947
7816 4231 -164
7416 739 480
3284 4514 610
8050 1037 798
5874 4116 467
3341 5752 526
5359 6650 -536
7181 5062 163
6297 2954 136
1794 7069 -777
2818 6489 -182
944 7249 782
5436 6659 -286
7521 6763 -612
7184 2778 -752
3444 596 811
6123 5962 -850
2024 5633 -771
7296 7597 -588
2908 4077 681
4768 6322 407
1137 6765 -344
7277 5717 -940
6182 5463 -398
4704 5465 912
4277 5518 966
7365 6639 -907
5441 1299 -236
4710 6183 938
877 3193 -233
4686 328 -58
1768 6362 -989
208 2055 -163
1214 2723 -342
7766 1571 -927
6358 2327 -548
6598 2320 615
5865 6996 743
3829 5586 332
1042 5660 622
5605 6306 745
5484 4087 -545
4597 6767 875
6539 2732 -73
7879 5201 -454
7420 5217 250
7598 239 104
2702 1849 294
1011 6024 935
7245 4642 -824
3897 1007 -757
2631 764 897
2378 6218 -501
5245 1994 126
7785 3560 -205
2496 2155 -773
2575 2153 356
216 6096 -403
5428 5917 161
6656 4773 971
3344 1633 -5
523 3544 -440
1297 6555 950
3395 4906 -268
7620 1284 -612
2452 2169 502
6968 1961 -791
7461 2642 -405
3569 5626 -57
2514 7183 701
1669 5953 145
133 6040 -619
380 1125 897
2445 3968 -175
7905 2136 -282
6759 288 -226
374 4682 -593
2001 2359 -852
7916 5477 628
7674 329 159
7670 5833 118
5483 2353 434
4902 5470 786
5208 7208 -520
422 714 -215
3304 3249 -686
2697 2104 -605
6462 4943 348
4655 865 998
4272 2931 -391
8035 5021 118
891 7038 -579
3268 3896 76
5715 67 -524
4331 2794 606
2039 6461 94
4728 5825 50
2508 7201 -270
7121 7031 472
7522 1902 -940
1690 3461 562
7605 2952 -624
3274 6115 -104
5861 6501 434
1652 4745 292
7768 2137 654
5413 6810 -617
645 6372 -652
3925 3493 -198
3699 5179 -658
6010 4471 188
779 2041 -839
2615 2511 828
8152 5374 -348
5871 4532 288
3099 6001 -272
6563 4467 308
667 3457 540
6091 7475 -887
7543 2083 -212
1773 2542 310
1983 7755 -983
3228 7526 63
3373 2580 -217
5017 5487 976
7948 1431 -666
8152 142 940
2223 2559 -161
7101 7337 -692
249 4233 145
7604 3786 961
6713 1697 819
1207 4250 95
5843 8171 -396
5968 278 -182
6678 4836 828
3261 521 244
5948 3137 972
618 1973 -637
973 4763 119
6131 1666 823
3365 540 902
8166 2006 -652
2528 4562 -894
7327 1986 609
1534 4834 -774
2678 3241 395
5145 6767 14
2336 1375 -164
5062 2772 462
344 5238 -861
4449 6993 304
780 2428 889
7574 1687 -350
6409 107 -332
506 4453 888
3219 5958 -915
5095 7708 932
1329 5734 395
3386 1791 448
4982 3934 711
5423 1590 459
7683 4128 480
3403 1687 -525
1345 3764 843
7883 3903 403
7203 1733 651
73 1716 -734
2796 7840 155
4794 6368 576
5245 365 -451
1021 505 -341
2893 1933 -271
6506 2640 619
3732 1543 890
7329 3002 927
4805 7335 954
3303 4756 57
2823 4873 87
6221 5991 -539
6076 7471 543
7533 6379 -698
3643 6318 -580
5837 2444 -646
4410 93 -703
7416 1293 938
318 3586 -490
1845 2161 -78
6076 7124 -350
4445 6851 -184
472 151 775
6547 6565 -661
549 3221 805
1509 2659 -426
4218 8092 -566
1913 280 111
3563 167 -587
4033 4572 -448
4483 3426 -622
1663 6213 238
5296 1624 -720
236 891 -110
4972 4109 -448
4873 2102 -576
8041 4291 400
181 5704 917
5951 1766 247
2826 1672 -639
86 380 76
1480 6220 -223
6269 4896 -210
2725 7186 345
2549 3349 -522
2842 7424 685
607 173 289
4119 2820 588
7650 5393 510
4159 4353 676
2084 7538 -903
964 638 689
6594 5741 197
7994 1100 790
1201 1410 -829
6269 1326 -370
3711 4166 193
2783 144 114
6498 4729 -673
3190 6919 -350
1269 2533 -478
2087 2749 851
1488 4183 -716
8034 7957 -309
1454 1935 388
8118 2535 144
4096 6211 -135
2414 7174 -286
4074 3595 -699
1192 1456 393
3855 4775 118
5949 7790 -100
253 5265 910
5416 8150 -28
5912 531 106
4523 5764 -120
4982 7919 -90
1127 4427 818
4793 1366 823
1340 5525 -126
7409 2379 -729
7551 1345 734
2003 7864 44
3894 1850 86
5396 7334 -218
5462 7415 994
108 6243 779
4138 7259 367
2693 7148 -544
768 3529 65
5034 7377 63
75 7522 -707
4232 3903 -677
6192 4009 92
1953 3477 -921
946 5584 338
2229 5921 -340
4781 7035 297
2666 3318 -281
3445 2460 -164
7406 7304 631
5739 3190 -446
4923 4612 -945
5292 7117 167
5267 4987 755
3942 3726 -360
5214 2106 -827
2092 3809 -955
7321 3514 927
4191 1358 -615
3018 1981 -669
959 7488 393
6213 6729 -156
5410 8039 -1000
728 5696 152
8103 1447 263
3284 2376 702
5451 4795 -197
3694 3518 -598
7605 4552 746
6712 511 -628
2895 3510 -776
1247 7053 -157
1461 1212 -975
7515 2395 -451
5167 5199 632
2040 5128 -374
408 5354 775
1449 2950 295
530 6721 401
605 6470 -625
6470 5905 383
6430 5259 592
3353 7290 -505
5432 3322 -92
2454 15 122
35 760 -389
6359 4426 652
31 580 443
4978 1014 -804
2173 5332 -745
4289 2687 -9
2576 3744 162
1932 5387 511
4343 898 -224
1588 399 857
2813 6212 850
1031 71 -888
704 4913 -921
3663 5787 910
5296 7833 -950
2567 598 -396
5768 1089 696
1944 7335 125
3478 6418 -699
5973 1416 238
346 3221 -255
1474 731 597
8024 7787 837
854 2621 240
2559 1732 -412
5279 268 -621
1737 2350 -55
3786 3299 -897
2733 1295 -543
6687 6185 -162
6643 3970 -942
6880 7121 -173
587 7007 -446
3120 1018 -161
2760 3664 -804
4476 1655 512
8038 2653 398
1547 7889 263
4950 71 603
6636 3922 295
473 7683 -437
967 7011 -829
405 4002 -888
5083 7596 -97
4846 6798 -484
2434 6258 -26
4838 1183 -294
2378 8091 975
1428 1583 336
747 6754 -977
5028 7720 955
8009 4224 755
3432 6861 350
6172 7378 460
2478 976 647
2321 834 675
871 5936 -631
7874 4685 -236
6985 4623 503
4964 5598 -63
754 2770 691
7615 2264 202
2530 3107 -616
7569 5604 252
449 777 507
3652 629 656
3447 264 -194
5929 7754 105
8158 516 -434
6001 1233 251
2922 6217 475
8062 4479 48
3993 6092 -191
6487 3510 231
3608 3451 -49
748 5590 470
5589 4646 740
3863 4856 15
5644 2701 533
6640 4183 292
849 5658 38
1152 6158 -264
746 5919 -740
732 7532 -58
2845 7588 -563
6436 99 -452
3792 7636 51
6170 108 308
533 3672 -430
6198 6948 476
6692 635 -915
5033 4144 -928
5870 7092 -692
7133 2972 389
247 2798 144
2374 5263 -870
1351 3820 -741
1630 4170 -491
1939 847 627
5617 2846 -569
7914 4601 89
4054 5811 529
2938 2210 616
1709 4651 -398
702 2211 690
2233 160 859
1967 7233 339
7838 7888 271
7367 7522 -933
74 7111 625
4069 1288 -186
5981 5034 898
7708 2995 291
3514 6395 -567
3439 583 798
3703 6697 -157
8064 6729 -479
5527 584 134
956 2833 -27
5908 74 545
5703 5232 54
3904 7252 50
3207 8176 -869
2468 4697 -318
521 5078 110
2081 3656 772
5776 836 678
6757 7909 819
5023 4168 -859
6293 88 -444
4920 1107 -260
2682 743 691
3114 1404 -634
4267 6324 -815
1994 3467 215
4534 3457 -562
5900 770 661
1036 4178 -700
7656 3551 -799
7565 4447 108
5263 596 -984
6536 2701 104
4096 2005 94
5349 4445 880
683 5270 895
4214 3204 422
5940 7331 -18
92 3033 309
3282 2940 -324
3481 6806 -982
198 6591 245
6105 840 -190
3831 5061 913
6149 2305 -793
103 2950 284
3935 564 61
2855 6223 -664
582 7066 -913
7784 144 56
6351 7539 -388
2895 399 -834
5470 6683 468
6923 3316 -83
796 1279 518
3113 897 -7
5438 3177 940
4389 5490 865
5666 4998 -300
7130 6365 -432
825 7999 250
1788 2921 -689
3997 1788 715
2122 6245 -478
4350 929 442
436 3236 -773
574 5907 -164
5105 7198 206
448 5158 -404
466 2625 -943
5019 6576 -58
2849 1992 186
5156 364 281
3711 396 -71
2362 2652 845
5032 6131 927
7755 1585 791
493 4672 121
4293 3880 266
4509 3200 -332
4619 3955 327
6417 869 742
6865 5688 -830
5341 2140 -246
262 2711 56
6226 5931 228
4391 3390 -379
258 4088 -277
3295 1814 -387
177 7430 -102
3426 813 -606
8044 7140 988
5329 1743 522
2351 2340 119
1684 6062 892
5212 7851 362
153 7741 -779
1555 7 474
767 5766 -713
1708 2534 943
2060 7642 -928
6198 751 824
5426 4595 269
3463 6173 167
463 2260 425
4892 6558 -298
5425 6643 -14
4103 2398 624
2190 7945 950
7507 5938 -630
4383 4464 -762
4662 6164 164
7994 3189 -89
6719 4070 575
1169 3851 -666
7078 1963 410
1178 5124 254
7268 8 990
6056 1518 182
7028 2742 626
6538 6383 393
1827 2323 -567
1618 7417 821
414 7031 110
6147 113 116
3251 7977 957
6126 4994 -672
6475 3133 -424
2336 7034 720
7398 3105 258
2329 5735 -418
65 6282 -130
2360 3239 697
1241 6932 419
2630 2090 349
8109 3784 -199
6787 3205 447
1234 5088 286
4377 4441 9
6621 3599 -442
2707 6423 965
2948 2052 331
1397 328 -293
3519 3087 636
703 5553 -897
7838 2135 709
3490 556 -498
5779 3759 560
4446 1747 917
3867 5299 -792
6375 4130 -184
6084 6514 -28
2779 3577 -126
1539 5575 11
6742 7040 136
5969 2527 931
6765 3936 272
5384 7523 -713
6407 7536 899
5404 4538 663
5697 2943 710
148 1258 -544
2681 5573 -127
4457 239 -910
5253 4024 782
363 3201 -775
7493 5775 -885
3593 4279 791
5888 890 243
2068 249 524
2237 6404 237
8158 2861 804
8110 7488 -695
6166 7455 -807
3096 5233 916
3184 2279 -353
5509 6491 -173
7603 4393 -550
2759 6543 -205
6143 4181 472
6135 7538 43
7897 3389 -651
247 3833 97
5772 3773 289
6161 5986 -798
3122 3427 163
4917 2543 -279
6475 3336 483
1591 7233 -493
4539 3831 18
7514 7388 640
4823 4966 507
7834 3736 -158
2638 1782 -466
26 2711 -604
187 5247 -418
2632 2074 311
5312 2528 754
7572 7529 -160
2832 1979 -511
5237 1412 -454
1386 237 -729
2880 5037 350
3134 4258 -226
7229 6127 -137
3126 1771 191
5522 3151 966
4058 545 866
981 4173 937
4788 2253 361
6350 472 -266
5163 6103 -306
2926 543 -915
6667 3291 -649
2754 5858 976
5841 1222 -427
850 7682 -226
3074 6800 823
5172 92 758
5820 6320 941
3088 6835 749
2953 6602 285
7456 2547 -944
7755 2789 485
342 3545 -783
3963 4650 -141
3494 7270 804
7563 4015 625
2680 7791 -132
7339 263 -22
7636 2521 513
3790 7931 90
5624 7344 -330
6584 7894 -747
2408 453 897
5953 3755 727
2112 7010 -446
2903 1498 -965
4975 801 614
7223 1089 -54
1527 2098 -127
3033 5370 -612
2025 6012 828
1944 3106 -227
2525 7283 623
406 5409 469
871 7943 572
3457 6497 710
4634 340 823
7170 1873 327
4036 8150 -730
7784 6353 181
2377 4184 262
7932 1482 -538
5285 300 602
7543 3191 837
2040 2123 683
490 2827 -540
3745 7978 495
7539 2573 -449
2614 667 -804
2982 5284 -66
7423 1688 1000
4472 866 285
2528 6216 6
191 2463 144
2897 8 834
7690 5350 -11
555 1335 -206
4293 6988 968
2662 7201 539
5370 2474 68
105 1997 767
7657 3477 -638
8013 4009 -675
7144 4673 -57
4013 7959 -698
200 4315 449
1154 3738 234
7886 6053 247
216 106 502
1289 2693 -478
5747 4980 401
135 112 -556
2307 3916 -674
5646 5738 807
7690 4341 -452
5146 7335 -573
1337 774 -192
2785 5611 -563
6360 4986 985
2397 6132 589
3501 1200 -270
4420 6936 -200
4999 8041 210
7993 6756 -963
5239 6974 -366
4097 640 594
2969 2934 329
8168 5157 499
6103 4883 263
1405 732 99
6020 4192 923
2275 5225 90
3509 4769 33
1306 6977 -614
3401 6275 -242
5557 4018 -330
7986 5595 -985
4160 660 932
1805 1482 -583
1384 2781 -720
8063 41 273
7315 1094 -953
659 1122 -700
6333 4650 -931
2935 6040 796
3903 6045 760
1911 7169 335
7403 4880 385
3765 2080 437
7087 2542 277
5588 6116 -951
5887 7802 -793
7168 2213 -948
1754 6315 59
333 7775 -866
562 2334 898
4464 7075 -594
946 6085 -808
3974 6065 -19
7462 8181 376
647 6592 -241
7840 2336 684
5745 6430 -492
8166 545 -910
3922 732 -45
2458 5997 857
4114 4930 -873
379 8101 -440
1768 111 694
5787 2825 -224
3632 7550 467
579 3430 -494
927 1660 307
374 698 -599
5305 7042 400
3835 1067 820
3112 7293 672
5834 7729 -816
5415 1936 -178
6645 2292 -30
5635 3844 -621
4892 1059 973
4396 5251 406
6195 853 222
388 2823 736
7594 5157 888
7514 1359 733
4695 4170 604
4185 6320 131
2862 5603 -545
7086 5175 751
1380 831 312
7081 3470 971
7599 127 -68
4151 5620 467
67 4875 -544
3769 8089 295
2197 5636 332
6393 6893 689
5411 3157 -624
1275 3729 925
1913 4972 975
6738 6520 -719
5818 1045 301
7832 3214 507
3574 5388 -270
3549 4082 -70
708 592 94
891 4692 -247
3763 5635 -991
3823 1681 -284
6435 5157 861
4797 6072 -338
6646 3333 808
3797 5995 822
2703 827 493
3027 3692 -917
7099 4534 -732
1114 7813 797
809 554 -68
3095 643 -330
7299 3694 -692
7672 5424 -264
2222 2089 -789
4988 4792 263
5612 3464 -751
211 1073 -180
2511 3602 457
2313 6238 663
6081 5853 -249
3608 2611 875
1859 1218 435
3662 870 219
5055 623 -677
3610 7096 986
5301 7697 -167
3846 7977 232
5846 6994 -536
8099 1308 -556
3057 130 -662
7433 1652 369
5131 5389 573
6107 3032 462
7967 1874 -324
5510 2807 733
7563 3324 202
4011 117 673
4227 378 172
3139 1827 -348
4338 2644 958
3052 3776 917
5624 652 942
6960 2010 704
1016 3256 911
1767 6957 -541
4684 5924 800
5777 3217 -665
6969 4410 512
17 4222 -481
1110 5093 874
698 5481 252
5714 3010 -162
4899 5606 133
4114 1970 -694
1436 3321 -435
6613 6664 -290
7028 7321 351
905 2693 -950
5913 4017 632
5449 1958 -765
120 3356 707
978 7420 -944
4976 3439 -802
4484 74 -388
6110 1142 364
3820 3695 -849
947 6491 754
6466 6009 -820
2926 2592 336
6471 3812 80
8105 5727 -602
3632 7201 -413
7603 3258 275
1450 8031 -620
4039 2499 -447
1110 7165 357
5955 4868 844
926 6997 726
4208 5972 -11
7016 3619 -569
5992 434 126
2720 5429 -121
3635 3900 501
6699 7259 225
3159 361 347
6205 5546 -432
4807 4330 936
5038 1003 -867
3885 3316 898
3635 5096 748
4110 1982 -171
4913 5821 -426
691 7111 -3
4322 4951 -706
4117 4222 -390
5330 4443 -876
3435 966 409
7485 3814 253
67 1384 -23
6222 5246 -988
3596 5960 805
3686 5646 119
1915 4883 -9
704 6126 -381
3839 3546 -362
7426 3522 -152
3172 7789 190
534 1084 311
985 5603 463
2350 364 205
7141 1674 491
7912 2940 759
1822 2202 191
901 7652 528
2654 5702 355
1282 159 727
1934 976 719
673 4294 886
5014 5733 -427
642 2504 -18
1179 5202 -155
3603 5418 580
6054 2914 -445
6024 7864 -572
3936 4002 726
7952 1652 -218
7158 1567 -592
2344 1079 -632
1418 606 -862
2188 1876 403
3525 7064 581
6729 3603 -707
1981 2293 926
1458 4865 -334
3016 3262 -151
1361 6827 509
6035 7199 188
100 2482 -861
2167 2488 -979
4727 11 464
2286 2607 737
4240 5012 33
53 402 827
5862 2349 340
1843 7070 777
3882 4735 660
5726 1790 487
1153 2610 560
1452 932 609
5958 4450 651
1913 7335 496
129 3854 78
7637 4420 -480
2931 7925 361
4400 6739 -855
544 6155 -404
7674 694 -690
5510 3458 -403
2512 6409 -936
2696 1572 -280
1960 1164 187
3997 3397 70
1203 1784 820
4601 7215 680
2490 5681 679
1323 5468 659
4305 2080 -516
4480 4818 561
7651 5542 -709
5699 6010 -143
1282 1532 -1000
6344 5661 -148
1861 3833 634
4884 7060 289
7047 7796 996
2725 7022 -539
1052 5381 -246
3823 3973 634
7862 3670 -312
4954 6314 609
3462 7998 68
3597 712 -934
1820 6427 973
5505 6403 -267
5988 6286 -752
3331 2514 -412
1577 1083 -770
6180 1542 -359
2568 2518 -27
4258 2379 243
2138 1566 11
361 5573 -442
4811 6974 236
423 6929 -238
107 5650 -179
3011 6250 865
1427 8038 719
7955 4358 -532
1605 2415 -465
3043 1381 -996
2787 5997 -208
448 1899 -552
6175 7896 979
6692 59 -424
6810 6869 -161
3230 7244 -915
4231 1769 -300
3509 3184 -902
3389 7147 672
6048 3452 265
4949 3606 829
639 7616 -739
4770 7308 737
7347 5891 -988
2523 3914 -678
6169 3834 204
6814 3342 910
852 1327 622
3059 379 -530
6848 6403 748
498 3420 20
1452 7862 837
6955 1956 -278
301 5215 -38
3512 1719 170
5724 322 967
3871 4139 773
6975 5233 407
6565 2547 -831
4613 6364 781
1774 3074 -621
5726 2728 122
6595 5425 309
3007 1129 596
8120 6899 -817
1253 3300 665
3816 5876 -397
7733 2784 -647
7118 3274 177
909 7246 588
7335 5353 896
5199 2085 -62
4663 4589 84
1640 2916 148
7554 975 35
5728 6873 -982
865 3705 -505
588 135 -681
8174 352 -59
6248 5119 -985
8074 1942 191
2139 1159 643
4979 2754 45
1437 6320 654
674 6274 -43
2903 1551 -651
7560 4031 639
7515 7968 108
5827 372 -781
4968 7288 279
568 8111 891
7176 3787 -362
2071 7179 -205
2641 3053 -286
2943 397 379
951 6556 319
7101 5038 870
2753 977 -467
5521 7380 13
4079 616 509
176 1768 -862
4832 1380 380
2424 7275 922
4908 5328 -326
4386 1135 85
556 1982 -493
6158 1610 770
6505 2428 -248
7547 727 -595
136 2088 336
7984 656 793
457 199 -507
7365 2077 -895
602 491 -116
3675 5878 -958
5079 313 -807
2442 8167 -836
3270 1842 -867
7339 7751 678
3381 5341 560
2016 7449 -57
7984 5339 -600
3427 5258 578
1711 1497 207
4368 1883 -425
6638 2966 558
4333 317 670
4993 524 587
6690 3740 917
8037 6810 -418
7979 5680 -164
6983 3887 -973
2095 3948 -529
5287 4771 963
7638 6026 915
7441 6762 339
7597 2066 -909
1314 1023 -835
3758 2973 485
4424 2267 -733
6790 3886 -616
5726 3567 -734
5379 3856 460
3235 1318 128
7870 3814 -2
7362 3625 801
872 8093 -635
5565 6454 623
704 4817 -835
5931 6003 130
7075 5745 -721
2187 2882 175
7276 5359 -573
2787 8109 339
5787 7511 -982
2826 7556 -219
5462 4172 -292
6607 5585 -51
2776 4971 699
588 4256 -883
7481 959 443
6935 4408 -79
2756 1172 29
1845 5570 -46
1294 53 898
7019 1006 29
7949 4598 170
2905 5582 197
3175 4303 -922
3542 2684 473
2011 4728 -212
4379 7450 -319
3622 246 836
2092 2361 68
4480 2030 -111
7879 6653 -323
2036 1474 205
1698 2604 -918
5653 1705 187
828 559 399
7537 4078 -152
7717 3187 -724
7877 6225 152
544 718 763
4354 4706 702
4176 3544 581
4812 5932 -153
5711 4062 -219
2464 5839 175
1844 5969 -293
3375 1001 -493
3700 5715 -492
5088 7583 -689
4577 2637 -350
5404 7859 -341
5655 1735 307
5267 1465 -536
7911 43 -87
457 6400 235
569 7433 -836
1093 6032 -425
1368 1741 -973
7706 6166 -296
3462 1009 -770
1144 5566 -96
3074 2423 -12
3860 3283 -692
5202 7180 -822
2928 3605 479
5174 912 -429
2170 5802 -403
7707 6531 -400
3296 6734 -272
997 7447 -274
6180 5094 974
5002 7858 85
232 6382 -141
1306 2531 -648
7365 6170 -122
4027 7699 717
5756 7432 -327
3240 6773 -692
5716 6284 501
7974 5672 -37
6888 6553 526
3475 5102 819
438 1540 78
3792 1799 901
2988 7837 0
1174 3100 326
7707 5797 1000
3841 2384 -817
417 2584 894
7278 784 -405
5770 3616 768
2483 6534 811
3406 7704 590
1676 1162 -695
1182 646 416
4706 3305 -386
6978 7861 -409
8142 1515 -196
2875 1680 -902
3835 4429 570
67 4472 -230
5041 6957 -290
3584 4591 -394
4961 296 695
6561 1998 968
281 4494 -307
98 1427 -950
6399 3935 -399
7103 6461 -71
2611 3091 267
5913 2771 583
3423 4922 874
2679 7700 250
3986 6386 -601
7653 1892 -568
242 2455 506
8109 1826 843
4849 298 -189
5512 6237 715
7760 3741 721
7472 7032 960
6814 4471 819
8155 5839 800
1449 2793 -865
4209 6350 74
