19

997 858
541 376 -113
18 215 546
347 62 192
233 612 622
614 368 474
502 713 -270
242 100 -941
680 242 -396
814 55 -136
60 777 263
734 614 603
296 281 -163
183 804 -24
481 420 -903
80 344 469
395 675 -392
252 701 424
22 808 849
108 456 724
815 11 595
545 272 367
481 28 -390
244 721 878
628 436 -898
362 597 938
233 81 -84
415 611 -47
483 507 -750
735 54 -432
606 653 -329
89 528 434
482 416 -966
238 206 709
67 55 -583
349 26 -962
92 50 -772
490 534 7
281 531 -279
773 85 924
586 450 992
495 152 -981
59 237 -490
447 109 -549
114 623 -367
513 255 969
705 35 120
223 819 307
801 669 621
729 736 902
164 70 -220
453 411 -664
536 514 531
747 413 -620
630 55 -302
770 425 -916
510 561 607
816 612 432
489 331 208
467 200 -878
371 362 -229
389 332 478
636 592 12
381 704 619
307 569 494
242 816 -30
354 710 53
739 157 -485
685 691 629
42 605 288
800 688 -293
795 460 39
239 487 587
253 130 357
470 554 497
551 367 56
21 506 122
283 712 -419
562 743 652
338 736 790
469 717 587
451 276 -29
533 806 149
430 335 608
702 446 -536
396 819 782
656 435 -956
614 706 -193
558 728 933
124 298 -415
332 401 926
372 630 532
826 54 -45
166 368 816
513 517 -935
446 178 42
306 363 -712
216 204 -440
591 143 -334
335 268 409
21 362 452
105 443 120
658 787 -134
749 307 102
58 357 386
68 612 -242
48 108 -944
586 643 -641
722 324 652
398 346 334
611 525 171
525 616 -61
227 381 615
197 662 -125
693 477 209
465 111 465
731 628 -996
420 754 985
2 158 718
377 705 -487
617 273 -494
96 496 -310
409 221 -304
250 296 719
639 631 -200
575 152 -4
647 521 -179
231 12 -827
374 795 37
71 429 -290
177 78 -565
568 727 -896
101 127 266
732 6 498
729 813 95
568 588 -885
394 685 -268
224 816 427
628 145 391
146 350 535
811 382 -864
319 347 482
690 722 470
394 2 -431
300 125 784
777 286 818
9 623 -73
153 445 323
654 399 120
421 330 -44
603 444 159
661 289 883
613 474 -888
688 103 229
398 205 558
684 85 671
788 87 252
294 547 -867
465 334 104
96 341 -603
608 286 831
125 178 -156
728 411 -171
358 308 -853
178 11 -119
345 58 -171
608 82 -581
76 380 -241
202 303 294
493 615 866
816 146 933
497 660 -115
139 526 -537
455 156 -270
781 712 950
198 509 -184
391 278 687
195 670 -10
782 542 -81
309 639 -594
479 541 -233
434 51 576
248 624 -258
112 435 812
344 380 -214
174 369 -883
319 237 762
124 784 991
611 745 268
543 580 674
212 785 724
651 558 -808
99 369 166
585 214 -370
101 714 -498
538 326 263
706 817 -335
625 823 173
124 208 558
466 428 293
586 235 -329
27 385 446
333 615 -183
308 563 451
5 329 231
410 497 -174
781 507 -458
519 232 -400
132 794 -527
671 297 -238
6 247 493
545 648 -678
695 754 61
19 628 -142
634 788 939
76 171 -799
109 593 -589
573 181 -788
467 465 323
820 192 907
605 428 104
589 373 -476
434 182 -157
296 235 72
451 446 268
756 18 -855
327 275 222
271 371 -189
13 162 844
692 496 -200
53 616 119
29 287 977
585 718 -922
474 240 -124
380 361 361
252 142 805
169 316 -464
701 719 -861
80 576 573
137 731 626
232 351 723
443 288 753
165 620 573
821 819 13
657 368 -422
236 168 -389
413 557 -738
710 27 -755
170 808 53
587 216 695
213 578 545
166 55 -400
24 358 367
673 324 -369
361 732 648
547 826 762
448 502 -471
200 647 221
824 109 -794
289 220 806
310 803 -810
756 13 -451
810 182 -484
642 464 737
425 194 654
399 624 -900
572 135 -93
275 54 598
80 734 953
46 53 95
462 788 -193
286 584 -639
92 48 544
577 357 774
616 743 335
363 628 -868
673 734 -704
90 696 -994
483 400 -166
821 472 566
46 281 -596
525 178 -201
200 653 910
283 652 -19
623 663 326
538 571 214
425 36 249
106 348 303
101 210 78
329 612 -828
267 73 -312
367 809 -664
230 740 950
660 819 -152
280 104 860
343 276 -918
9 206 181
241 690 -120
621 519 -661
234 172 -528
411 85 -975
612 678 531
495 17 373
785 704 81
373 788 -48
760 314 -25
263 426 134
578 41 -141
699 821 810
785 43 -944
667 70 280
628 569 692
565 401 368
449 796 -300
324 513 -332
433 305 231
368 130 490
255 249 833
254 702 10
578 424 -483
109 458 539
108 695 -788
589 562 -392
609 580 -841
12 130 -541
213 130 135
138 252 248
676 648 -557
117 490 333
729 624 964
826 865
36 48 746
301 605 150
656 130 -873
465 449 810
312 195 -664
541 92 -391
720 193 -813
744 84 -743
552 27 -735
232 742 434
760 674 -595
514 528 12
706 112 935
109 45 -562
774 383 -471
42 88 -20
553 269 599
767 426 291
657 154 -844
680 373 463
53 42 -754
107 142 -625
666 196 934
700 581 726
571 230 -901
5 826 -411
252 228 -3
329 47 -46
365 429 490
621 486 867
692 743 -414
113 194 -42
692 761 -871
163 241 -308
672 36 289
265 607 -595
305 539 98
674 96 249
133 437 -602
325 358 764
538 177 -377
364 721 961
505 314 874
210 357 979
720 40 -145
168 693 -40
228 634 -367
289 798 -916
541 328 501
131 186 -882
71 160 -681
230 637 -63
676 164 319
770 420 -50
665 132 888
810 227 -104
454 722 -139
637 152 447
823 131 -531
227 210 -319
782 324 778
567 108 -131
381 717 -225
612 263 840
3 470 808
653 312 110
64 723 -315
675 69 -418
55 78 160
620 704 -485
575 573 176
162 366 518
538 670 342
480 241 -425
473 373 -749
662 409 601
774 560 636
649 562 -358
121 718 996
239 446 869
754 549 -84
696 239 -57
388 548 300
314 37 670
219 571 898
555 821 499
481 648 -499
210 777 11
586 654 -189
333 442 -733
553 444 304
24 771 974
551 227 204
237 251 -21
302 797 947
826 520 -311
409 610 594
61 206 -670
46 250 928
556 743 436
206 257 -143
583 737 -655
308 780 616
283 807 587
80 791 -13
133 588 -10
355 482 602
136 320 -556
347 90 -439
214 327 940
628 142 693
383 722 309
387 98 -780
528 39 209
651 8 -526
198 719 -319
491 440 -257
553 384 324
477 329 69
386 185 225
410 42 -370
322 708 -491
645 565 946
564 267 367
350 548 653
353 203 -455
109 9 -354
667 453 -823
372 488 -856
452 596 480
568 619 -793
461 326 -755
674 176 -780
565 53 422
715 258 -993
192 605 38
234 126 77
86 604 374
19 364 -854
787 479 128
730 625 -579
353 400 -445
208 590 -238
339 96 469
349 476 -866
673 656 756
493 52 401
718 339 185
350 12 65
806 378 720
65 452 264
22 579 3
530 245 968
758 799 333
170 307 218
333 185 6
471 335 283
164 423 -870
390 301 621
342 598 -128
364 537 534
109 273 -224
753 416 319
442 344 791
379 68 -275
133 196 -844
217 392 584
367 224 509
701 311 -94
22 461 -918
167 293 -890
98 207 319
765 9 -493
214 790 214
190 325 690
246 139 741
184 189 -210
586 431 839
290 659 448
225 364 684
144 414 -252
794 324 -38
592 512 586
664 285 311
484 62 377
379 790 -704
494 109 586
366 565 -779
127 644 938
810 466 -484
363 489 674
700 60 523
754 720 952
647 560 997
617 608 -398
81 364 275
494 232 -139
808 101 396
214 786 -502
38 209 -109
128 334 -151
460 386 -493
351 581 -505
688 412 -107
369 556 155
135 582 415
600 217 -655
688 481 -874
127 34 426
312 820 399
266 151 349
590 725 -771
812 746 -137
54 198 -782
571 173 534
593 59 -828
772 278 990
28 772 401
638 246 -5
469 403 119
143 493 71
623 29 -53
130 358 333
662 111 -507
824 782 893
222 789 -123
103 472 -207
792 337 -868
199 323 -258
302 149 -133
309 196 -214
531 603 -995
497 484 763
315 130 970
56 400 74
47 24 -768
224 787 720
458 771 370
706 595 936
142 683 -987
656 321 -326
31 632 -523
29 238 -418
393 546 -539
759 823 -715
774 35 -976
335 471 -107
713 425 -848
445 624 -64
659 446 -855
625 192 399
604 712 -215
319 339 964
210 319 399
737 310 307
647 195 -677
164 271 39
557 738 744
42 336 423
815 749 -327
589 732 -751
121 130 592
709 411 457
156 766 367
686 815 -920
344 776 710
200 743 -820
186 157 865
81 706 714
625 196 -759
576 763 -706
206 395 139
552 40 938
413 675 -875
693 228 -905
119 789 59
379 763 345
365 749 -498
623 597 -921
291 227 373
358 775 -633
793 602 305
389 561 960
515 699 784
713 210 129
206 423 -713
341 525 -241
82 29 -705
306 649 -35
400 59 960
246 506 287
1 804 -599
443 228 -243
518 746 772
732 679 -60
447 546 -454
148 509 587
490 550 -690
383 629 -720
722 816 747
757 653 -204
207 243 -895
434 238 -604
298 750 725
469 786 -563
251 350 6
218 569 370
250 777 -335
755 255 -176
143 188 -899
210 524 -424
525 194 -362
641 274 790
56 459 623
665 818 17
803 114 -947
753 153 614
340 765 124
17 196 -321
577 785 -875
813 48 -651
176 743 204
615 132 177
626 10 -749
258 282 -739
819 185 370
650 196 -393
789 546 -240
505 813 559
776 266 873
185 649 -810
191 78 -351
4 590 -745
194 65 422
413 471 -228
188 314 248
191 624 -960
344 579 -263
275 151 -772
46 403 -395
700 637 298
191 353 -640
652 744 594
715 210 357
484 337 217
697 692 547
667 549 224
336 639 -961
374 792 -735
551 376 643
153 711 797
719 117 -912
336 730 -289
544 289 627
604 389 -411
32 806 735
350 782 -837
421 111 192
554 431 400
144 744 467
651 494 581
435 604 413
137 420 944
647 319 220
244 109 803
262 144 -533
118 623 989
266 395 -756
370 188 127
141 752 991
635 256 -231
702 146 727
573 179 -604
736 789 -629
328 84 -178
767 651 330
268 310 295
102 9 55
418 258 810
165 752 -98
253 665 -536
92 141 -85
281 396 -297
401 460 -657
578 287 -388
814 429 735
737 354 -875
366 660 276
121 132 448
28 198 354
430 775 -109
178 673 -757
93 663 -588
822 321 368
226 309 -917
764 759 -974
422 49 41
466 361 287
456 356 -340
514 414 -351
135 626 -782
87 569 -539
374 493 96
291 785 -602
146 340 535
412 304 951
464 814 -44
530 324 931
218 721 832
96 527 729
166 132 -839
168 499 -745
310 791 -370
302 292 677
663 27 546
805 179 176
142 823 667
411 706 -553
566 704 -780
767 415 -912
280 650 887
773 487 990
181 617 247
361 619 -66
92 799 -225
763 135 -951
89 401 266
369 210 385
90 303 678
808 501 336
201 553 -544
445 254 320
250 418 100
739 246 504
668 128 -966
514 241 -191
213 291 -939
421 96 59
541 305 100
150 533 951
729 314 -136
467 164 755
133 166 -43
265 706 -477
416 453 425
216 760 517
437 343 -311
727 796 379
505 481 -29
581 145 -464
631 151 -966
81 488 173
373 274 -231
137 290 226
57 415 -647
295 796 -832
719 231 -290
655 532 -596
675 561 -724
598 217 472
823 376 477
535 759 -764
638 400 -58
680 30 -40
270 741 906
383 193 658
374 472 -484
760 737 -165
274 61 354
496 464 -277
220 181 -21
451 134 -199
273 650 -110
121 177 968
399 638 -54
452 434 -990
334 205 -347
218 170 797
638 226 -926
47 445 -590
638 139 984
622 782 376
214 28 628
792 721 -618
780 272 -330
452 330 685
311 344 481
383 584 479
505 61 276
758 146 -641
311 597 961
761 779 671
387 238 -422
720 693 -839
245 263 95
318 822 -243
404 148 -509
510 659 -855
188 125 -125
104 607 708
62 323 -609
818 664 -239
165 788 553
210 599 -335
106 179 -749
223 359 -561
201 437 816
278 734 351
600 550 884
344 561 166
553 463 438
306 406 418
218 292 -627
150 41 -180
825 247 729
425 340 -537
447 720 -836
710 747 -202
678 460 -66
239 212 -302
686 262 339
707 538 166
671 736 -263
436 586 982
766 333 -905
645 112 -858
92 305 -621
464 122 685
739 120 -101
406 568 -937
388 209 45
436 36 692
214 277 711
552 483 300
593 190 -975
109 37 -344
19 553 335
266 16 538
759 173 251
486 638 166
496 698 29
674 755 37
746 43 406
577 528 -709
483 255 373
101 797 -76
785 26 -853
693 397 971
408 474 -674
378 180 -241
297 470 369
380 482 354
573 538 -9
768 808 704
694 4 -613
728 676 -594
555 457 -437
183 608 759
440 731 442
623 376 121
269 808 906
370 314 361
425 785 864
815 168 78
318 370 296
246 115 -820
20 349 -823
591 33 192
775 544 803
127 438 -305
625 156 847
440 800 -824
284 293 -473
66 453 -585
353 111 276
506 404 -170
789 187 33
786 616 836
34 471 432
802 625 33
538 306 256
669 244 360
20 386 -981
806 201 -105
283 382 -195
273 464 557
185 789 431
570 602 -764
780 302 828
193 108 -803
790 324 335
654 205 750
117 600 905
674 412 -920
323 124 -332
708 571 -664
191 143 -732
126 143 748
545 431 -995
452 645 215
238 425 -452
788 234 512
173 726 -184
331 616 -225
430 722 874
786 318 35
10 381 -39
327 114 -668
379 700 469
50 666 -84
144 403 23
315 453 894
402 323 -655
535 458 -673
108 773 751
255 64 -31
451 591 49
603 645 -806
168 74 -785
565 740 -404
805 634 -62
88 820 -682
765 319 -557
655 354 -933
653 3 -145
361 108 -292
100 180 -58
751 123 -531
645 566 405
806 58 -891
260 200 -22
428 824 -402
679 763 385
663 750 80
250 611 -764
331 734 392
616 421 17
450 382 -167
126 48 946
792 105 34
59 616 934
491 542 141
170 793 716
46 658 -408
136 91 -2
305 775 -233
382 191 -830
204 159 957
698 677 596
136 406 567
589 718 -487
384 155 178
737 653 826
490 317 -913
745 89 474
358 773 -15
700 647 -489
811 426 646
787 376 -952
129 498 -801
754 608 -760
704 664 158
365 415 -516
472 390 564
266 528 845
158 64 -534
330 312 950
602 762 583
577 371 -776
502 319 933
804 685 161
511 697 539
137 97 239
199 476 -491
594 728 -471
563 792 -788
223 33 866
475 267 -490
241 101 -40
19 124 -836
236 605 526
187 548 720
569 71 688
152 604 -358
21 501 140
765 763 -616
300 658 -854
478 351 435
707 708 610
294 623 788
344 633 271
64 130 711
531 203 21
232 254 990
325 618 -906
342 44 932
436 77 -857
42 817 768
469 464 61
708 521 734
603 512 -401
147 609 796
506 529 645
529 251 405
745 17 768
324 129 -814
73 23 -88
395 4 -368
565 69 642
550 511 -965
297 581 899
775 264 -177
340 241 326
362 451 -933
428 629 391
509 670 -490
396 762 549
472 788 520
127 412 -417
435 112 -205
347 509 617
473 611 -105
382 763 919
695 670 196
502 205 -766
715 742 887
814 372 34
821 560 763
48 324 -866
714 370 144
440 537 -238
662 672 93
762 698 -167
319 805 -564
113 31 -750
73 566 -5
772 667 -733
110 211 -149
202 393 73
196 403 -363
460 602 -899
230 203 150
66 287 -883
693 91 614
435 405 625
482 396 790
99 157 -491
265 27 -500
255 677 134
619 138 -443
354 315 90
178 299 -984
35 267 298
303 332 816
157 643 868
448 412 -50
37 693 277
367 780 477
240 680 556
545 432 -686
76 315 669
110 633 659
308 234 -774
424 680 697
70 310 686
641 278 655
577 547 454
644 724 -89
121 657 -585
321 648 752
79 447 -535
539 17 -48
242 180 951
236 632 -753
189 675 936
587 14 41
541 502 -914
452 44 -385
804 746 -967
173 268 818
497 326 562
626 378 358
226 700 848
442 324 270
716 805 -610
160 571 -657
6 475 537
60 233 64
455 559 -67
211 59 -733
596 108 -274
13 635 -349
756 607 877
716 529 -503
802 118 107
5 221 -390
57 722 918
107 747 -514
121 226 -867
221 283 -72
709 781 -404
733 287 -532
435 216 -554
590 785 973
688 495 -467
97 624 -269
529 633 609
388 200 -587
506 112 112
569 611 620
636 622 87
179 308 -773
196 281 -456
396 680 -744
764 112 -807
144 576 -596
802 500 -655
56 380 268
490 93 954
724 212 -423
532 732 388
436 288 -503
216 46 -826
402 4 -645
609 158 973
398 559 608
408 597 -475
694 330 -210
569 63 -888
463 520 257
637 245 603
322 454 -584
619 120 -548
184 569 -839
72 794 81
597 386 747
154 768 -168
617 592 -74
517 611 74
223 818 -488
552 492 -658
239 674 -859
580 443 -474
598 563 423
552 256 -373
123 374 -955
795 58 289
299 740 -365
286 469 539
783 690 719
140 750 -794
445 470 -948
145 343 -189
470 251 -561
619 700 150
626 93 962
410 133 277
254 55 -131
25 431 -840
328 612 593
143 336 675
125 797 -804
26 34 -224
23 311 -920
520 792 440
872 872
621 642 178
742 534 791
122 148 155
80 104 -754
555 720 -912
508 798 811
726 518 725
33 4 635
508 772 233
776 376 -677
752 796 7
231 179 -225
365 209 419
210 858 -385
248 735 -446
842 7 1000
346 605 841
540 801 711
449 563 181
688 550 503
853 563 -477
672 500 -809
545 557 70
261 532 -772
727 493 -663
846 455 -463
229 639 366
338 710 793
89 230 952
857 207 298
72 609 828
467 865 -675
751 622 -275
184 236 593
367 565 -738
668 366 -503
802 312 -463
376 743 -3
208 283 418
106 222 -464
857 361 588
202 193 599
488 462 -795
871 850 -374
286 788 9
158 416 -526
376 94 199
56 374 811
686 865 729
85 16 833
315 480 514
125 717 -281
69 288 610
105 755 -844
617 543 -692
523 623 -135
30 285 -288
596 544 821
437 562 -669
864 440 -223
716 221 211
777 690 -234
667 6 904
174 436 456
228 119 -663
687 219 -577
454 324 492
818 750 715
688 839 -404
524 88 195
754 573 -75
812 776 534
864 260 -191
848 439 815
27 779 967
399 860 283
110 406 206
189 585 -4
348 240 -562
120 667 -871
387 63 326
820 493 190
854 594 218
351 23 26
142 328 91
625 327 -270
466 618 -845
78 699 47
668 778 160
639 733 -773
659 545 -599
244 562 686
18 379 -798
691 784 109
533 56 -132
297 163 -91
125 37 -187
116 596 76
695 156 893
212 71 838
341 223 133
163 727 709
823 4 614
217 323 122
604 389 148
62 439 269
497 42 19
775 454 -102
752 160 419
359 473 750
544 128 18
497 850 -21
667 5 -687
194 437 229
490 454 -135
433 290 -171
147 7 864
817 445 -105
731 741 -725
467 784 140
769 752 -503
159 625 937
716 175 819
495 536 996
146 724 486
622 787 -558
250 794 -309
424 172 -420
639 27 947
391 406 -154
769 771 317
296 431 175
339 595 -551
293 749 -241
255 709 248
491 34 880
635 549 -449
813 830 -149
648 835 -537
433 488 -792
266 717 -814
804 266 879
358 797 710
793 84 216
234 402 -638
839 650 -306
600 718 -250
424 335 -231
854 528 -20
724 184 152
259 197 -670
461 823 81
59 227 -87
466 346 -342
583 707 786
456 310 -676
102 857 -500
14 470 -346
297 337 27
623 760 -979
99 543 -165
15 701 346
337 432 216
778 175 -817
363 153 913
859 373 94
615 232 -24
263 72 -627
214 633 -584
456 481 -92
809 89 130
216 676 644
702 37 -669
743 243 -475
445 217 -669
242 802 -317
241 837 697
428 454 -597
451 436 -668
29 482 -331
343 560 -720
561 93 -871
135 679 522
508 722 357
148 542 -714
126 62 333
627 692 -215
621 469 -323
308 247 -821
629 451 173
394 804 -986
712 38 -96
760 434 -448
839 443 -888
589 614 -797
107 794 689
693 362 -908
848 781 -89
46 2 -492
815 582 -896
108 324 458
49 525 227
27 456 -348
319 295 568
131 658 -702
207 43 -70
197 103 298
710 67 17
784 297 -966
583 781 -768
193 553 -473
801 505 503
121 523 12
440 200 694
627 271 348
707 428 20
252 543 -487
277 612 -364
25 713 -659
33 376 745
72 324 545
219 489 -746
53 750 -666
665 633 42
37 18 921
556 474 78
625 768 -643
275 822 419
358 571 -440
819 850 -919
35 504 677
142 317 282
30 386 -230
263 228 362
597 501 349
861 522 -915
190 792 -440
63 805 542
54 239 -263
826 309 -359
332 477 62
546 457 -333
290 116 -573
60 202 421
686 94 -389
323 16 974
360 394 700
574 831 -602
152 492 -963
480 851 437
666 658 926
209 349 775
35 275 -346
310 219 -402
737 342 600
448 360 -923
816 633 -495
679 682 928
871 287 922
842 145 -460
683 208 -383
86 299 -768
335 424 -272
420 299 845
297 368 602
561 400 -955
493 652 -429
19 434 -628
579 250 -65
416 842 77
470 671 119
766 755 -390
524 78 -736
389 450 892
122 844 -8
382 63 7
112 211 -625
297 357 871
525 836 998
580 571 477
49 177 -769
707 801 325
688 407 -578
438 426 440
413 854 294
143 122 -111
733 667 203
167 500 275
420 615 -68
509 659 455
370 482 40
200 695 -52
470 405 511
787 33 688
140 339 -184
851 632 901
725 320 955
10 524 963
830 152 -54
478 688 -976
48 552 -377
467 409 -952
658 327 784
36 398 541
13 510 -1000
341 813 -532
710 246 -458
710 388 -567
85 133 -808
359 558 821
243 684 594
822 189 -230
380 319 -911
89 36 366
384 593 -338
809 455 -994
71 116 691
784 574 -187
808 112 -239
88 74 -308
88 56 -373
294 209 -775
676 580 462
412 7 -887
770 595 65
857 288 -96
553 739 447
182 187 -105
388 171 -618
427 436 -226
338 550 -1
132 682 587
170 133 -721
321 540 -323
48 748 -431
333 91 374
718 16 93
111 179 22
262 356 908
274 58 248
19 136 -354
149 354 132
333 551 -384
533 248 -894
685 401 -194
147 480 239
29 522 -350
235 290 -765
849 241 -530
156 734 -593
345 304 446
610 63 -109
467 218 859
845 292 -270
448 406 866
94 857 -847
247 455 128
110 378 992
414 683 -114
519 587 -61
546 605 -766
262 739 530
672 778 390
729 692 -952
88 528 858
275 810 166
821 686 -181
681 475 -849
746 242 686
420 705 144
599 854 -209
276 371 -828
11 831 997
853 163 -300
671 737 590
244 7 982
488 466 258
89 551 313
416 310 138
604 340 290
647 335 637
567 254 -15
646 487 838
177 386 295
735 123 -997
597 843 -976
683 293 -462
332 438 -631
616 63 185
477 318 -948
814 539 -430
269 329 372
181 172 653
558 226 -707
271 31 -727
619 643 824
431 627 384
50 24 68
139 210 199
650 542 -535
793 120 -161
508 205 371
394 97 459
336 282 -523
767 523 -746
339 95 420
415 746 874
628 303 -325
477 348 -627
147 409 -685
475 414 -924
333 619 701
149 49 -631
765 735 700
87 542 280
153 208 -80
361 422 -874
786 829 -795
712 445 -344
542 370 723
546 607 275
245 25 -395
545 550 762
40 798 758
648 49 -777
193 337 220
18 483 -288
774 683 803
221 453 739
788 184 509
585 12 -826
316 353 910
770 398 805
712 359 -607
66 871 -796
188 485 377
868 824 707
392 349 762
438 784 -67
59 630 549
731 215 42
20 855 567
640 376 51
470 458 533
176 546 -351
544 823 -111
265 106 341
800 378 -927
685 139 -588
429 274 -234
859 770 795
639 437 -727
830 327 729
678 278 528
460 94 8
89 519 714
142 670 93
36 71 -246
467 176 -32
201 273 -426
42 313 878
256 717 853
322 300 -109
280 323 29
177 99 -628
312 226 -504
622 255 -580
675 469 13
65 75 -29
551 471 624
266 614 270
542 178 898
154 170 681
131 779 800
758 221 -79
747 651 207
805 139 110
101 767 -885
165 271 543
301 689 982
186 818 581
652 158 857
817 561 -846
388 162 877
470 311 -85
844 124 -463
784 263 -861
361 228 454
268 428 -153
474 32 -549
445 611 638
451 45 728
793 625 491
448 599 176
205 632 -103
319 574 -542
341 675 785
419 269 -69
840 361 -291
744 105 -992
443 761 32
532 798 159
62 443 -907
473 220 618
850 111 146
173 203 -716
422 559 16
334 731 -780
841 387 670
584 336 -969
595 397 -282
83 593 -454
458 149 -944
784 198 970
175 616 -350
530 235 -395
290 66 -796
271 520 618
95 677 111
270 342 131
203 434 -929
75 138 -898
95 838 547
542 523 739
706 442 506
330 865 449
533 146 933
377 737 -71
602 74 -97
545 207 -365
666 571 187
249 843 -477
188 327 369
19 373 -675
184 627 831
158 722 10
533 436 -5
594 179 923
820 272 285
746 705 435
195 168 -981
544 534 229
52 770 -950
316 669 -618
589 654 -403
134 787 -139
129 326 402
839 735 -560
343 859 -273
684 397 966
15 385 110
126 653 297
440 96 -926
593 190 -643
166 93 224
832 80 330
259 744 -436
423 294 632
23 83 -477
49 17 444
339 579 -787
217 569 -957
148 475 -74
662 410 112
239 340 980
231 592 -126
338 738 -505
283 23 110
5 404 -198
375 205 816
335 121 637
599 603 408
111 800 -497
53 399 825
854 648 853
479 784 469
458 653 -448
802 582 -977
640 166 731
802 246 -129
763 289 743
761 590 389
844 244 -40
696 137 -275
302 95 448
363 219 11
232 711 -231
78 494 653
474 89 -349
240 42 950
600 114 -28
173 385 -587
377 182 -756
121 506 67
333 697 -265
292 210 -379
14 866 -77
230 8 -805
844 231 -292
614 279 148
202 445 165
822 731 731
46 146 -883
176 653 -237
292 264 -882
284 600 880
506 202 113
757 618 -461
363 24 86
624 239 129
758 228 -2
822 644 390
851 398 -393
626 460 -319
547 617 137
783 826 -494
869 429 -456
392 566 319
841 239 819
324 519 127
736 731 -727
170 679 -158
546 117 518
124 674 -706
344 166 -881
274 133 -68
184 621 -150
463 590 -41
20 21 -183
94 143 578
428 283 -955
687 190 992
632 31 527
190 315 32
130 710 -840
16 142 -221
65 24 -535
422 819 -649
4 724 -495
491 456 341
314 120 -489
738 817 -314
291 133 -619
642 14 -789
640 406 858
584 129 -882
345 591 -6
721 725 -101
422 66 371
263 354 -987
650 567 -832
12 808 47
276 6 256
227 811 705
143 33 874
149 272 -112
816 690 756
735 11 68
196 234 314
838 204 310
431 794 470
706 33 -214
14 86 790
618 630 973
127 573 206
826 582 799
349 633 397
428 103 -395
504 586 601
508 17 -504
418 864 308
649 120 -716
256 701 -575
161 562 -325
204 792 445
90 413 -366
46 26 296
248 212 -91
648 841 611
173 236 -224
521 691 -262
126 127 882
35 871 397
284 80 -739
530 38 -758
807 285 747
819 737 -442
729 255 700
243 454 -814
697 566 -91
486 400 -947
190 380 296
688 454 417
122 486 949
313 132 -633
154 313 999
234 687 282
632 507 697
130 111 -66
624 513 -592
668 6 -234
674 37 750
741 443 -59
375 256 -801
566 667 922
610 351 -911
483 244 -231
463 26 906
459 233 996
183 856 -554
188 59 486
7 121 -355
768 858 228
453 186 -672
497 220 -219
384 117 722
872 782 -555
56 359 291
111 164 -270
78 169 776
618 759 622
314 432 -247
759 628 517
413 630 878
796 458 -534
382 465 344
603 799 -148
155 611 78
246 462 861
629 692 7
506 560 -39
678 119 781
736 339 -462
323 16 -714
204 645 412
322 181 -113
528 814 732
65 681 -447
114 828 260
563 807 -295
626 406 -954
555 696 -360
312 239 -301
430 9 161
635 808 -327
187 816 -236
149 667 856
374 411 248
322 775 663
24 518 488
419 708 -881
698 565 928
870 672 906
869 579 288
821 330 778
712 761 -477
57 631 -815
730 691 472
717 305 119
551 828 -833
46 621 -200
216 756 -757
119 686 -272
431 823 126
775 472 -744
248 450 -110
202 381 12
370 815 -129
778 621 775
758 199 927
30 445 684
312 214 175
803 205 -580
447 303 -745
217 33 -791
808 365 163
638 150 -916
268 525 -757
334 141 -84
7 246 -426
651 224 782
226 681 -107
457 36 528
105 114 -748
544 611 -664
151 717 -657
364 34 858
654 838 -483
218 793 -149
293 729 -978
736 210 136
213 758 -488
628 601 227
390 106 377
331 316 -435
536 633 -618
678 867 829
847 781 251
146 741 315
698 217 198
505 146 301
684 869 300
621 30 203
355 67 -223
516 669 671
221 417 -551
150 387 82
843 410 364
342 867 448
438 430 -124
85 758 -238
550 608 -743
17 289 -434
717 477 -713
364 550 -383
687 753 757
89 104 -361
463 831 -595
550 240 775
596 293 -569
685 772 239
155 535 849
46 786 812
752 37 -314
405 446 700
56 763 591
532 153 175
156 167 -420
187 852 296
352 332 339
197 754 -911
846 807 552
82 797 358
574 296 -765
14 211 568
714 309 212
52 732 -244
335 105 -391
140 635 797
754 267 -911
730 663 -349
701 217 -883
504 178 -706
359 607 -815
393 302 -869
682 570 885
702 303 -29
164 194 -712
381 390 -692
443 333 52
74 537 512
489 171 818
230 98 -650
315 342 902
293 518 147
416 66 663
718 428 878
544 370 451
92 416 547
108 796 713
674 232 -600
418 690 338
179 450 213
14 233 267
533 775 240
46 318 -387
583 498 -813
135 69 -299
869 197 200
93 385 691
44 521 156
300 708 -493
919 879
667 721 37
278 668 -817
185 87 -394
345 293 537
692 224 -438
526 246 -366
30 675 333
569 336 703
654 779 946
749 831 -305
640 503 -160
872 513 -799
129 521 586
240 693 -760
565 771 683
791 572 -286
741 271 -194
411 11 -575
171 180 -734
612 186 -15
846 854 -433
771 850 -603
576 252 50
441 167 -141
380 290 500
573 718 807
771 207 60
47 419 831
203 51 978
280 633 -875
568 449 -151
600 222 -1000
636 35 157
249 333 693
665 51 -60
221 727 142
396 96 -804
890 81 890
249 598 183
353 743 229
159 452 -698
785 298 372
527 844 289
513 849 -530
680 851 -121
913 820 861
878 348 102
227 337 487
788 536 422
901 502 459
59 75 974
199 394 -664
793 353 -926
515 174 165
670 570 376
383 203 -917
686 186 751
713 210 -387
424 266 752
517 807 527
335 261 3
171 124 311
48 473 89
186 893 -470
356 354 722
606 902 -449
166 342 -696
352 870 -634
610 851 874
308 666 880
12 71 -322
512 63 312
66 409 -662
822 68 780
241 360 550
634 836 -214
149 160 -618
39 93 635
516 181 -415
189 358 -692
88 101 -805
177 172 800
659 843 113
