19

960 959
814 391 -504
326 444 -154
360 843 513
595 323 -834
567 15 599
78 477 -454
281 358 369
454 201 128
664 193 576
701 135 48
401 623 182
27 790 -225
611 710 -48
828 8 122
312 269 604
302 478 -468
383 12 -666
654 527 857
666 29 299
189 613 88
373 22 225
593 728 -547
458 394 -770
279 252 674
156 518 -386
845 654 -925
202 439 262
434 404 25
685 426 351
264 398 205
730 324 870
626 104 523
400 745 837
447 614 -706
186 833 581
434 743 -589
369 510 -591
599 518 -744
256 749 971
57 205 -408
585 649 403
271 287 -79
212 681 -140
641 163 -728
645 815 113
574 290 -28
252 347 250
105 642 481
720 284 -616
609 259 -18
113 503 421
90 754 -554
12 139 138
51 474 -837
637 547 -156
366 698 561
572 695 184
268 91 -237
644 564 -557
578 712 196
544 9 -582
72 382 956
273 196 -973
209 462 867
656 285 856
92 501 659
605 191 581
485 730 -886
763 41 -382
339 803 106
475 106 -421
602 548 678
296 402 -769
526 431 344
815 615 -293
273 636 215
40 254 219
126 425 -233
648 610 -365
385 576 -739
580 376 846
514 743 -927
722 444 -267
310 388 -250
652 101 328
707 463 -390
258 83 360
173 513 871
446 771 -159
425 99 199
676 773 902
764 685 184
9 601 -695
833 727 84
321 683 787
595 36 535
193 765 -545
331 607 -285
140 21 380
198 655 -695
827 521 -323
710 693 727
427 66 -598
552 179 645
499 432 -476
804 505 448
59 143 -53
839 708 -377
272 478 371
407 59 -370
776 152 -355
351 232 -576
11 512 914
34 441 -649
682 484 220
444 316 -714
708 616 124
329 415 -331
52 367 777
425 763 113
614 610 -934
349 612 362
217 40 29
242 216 -561
8 699 905
807 670 -933
617 659 -721
543 611 -606
625 487 -625
302 587 228
610 141 372
42 311 -220
113 429 208
158 828 228
493 617 -843
650 209 -719
518 779 -98
345 830 -519
792 456 219
297 557 -708
532 667 -211
286 251 -722
490 599 -515
553 545 284
660 391 -152
814 559 -399
208 434 -143
565 153 633
561 276 258
754 488 303
365 265 612
489 164 -130
313 354 -261
644 570 -599
63 750 -696
615 668 -919
652 511 -162
428 316 -362
274 834 899
769 280 -527
532 82 712
536 288 744
243 79 696
320 323 -378
713 246 891
218 382 -21
814 330 799
845 827 -809
642 98 691
250 130 801
211 379 -23
506 651 658
139 552 -91
743 344 -633
430 276 -855
4 419 -832
780 102 107
14 96 321
828 385 923
234 792 259
408 268 782
438 455 403
586 29 -535
647 564 -562
322 346 865
209 48 -621
287 479 350
852 573 653
197 603 131
175 430 -100
6 594 -811
418 726 594
828 825 835
772 95 -672
556 43 -361
278 790 880
1 778 263
664 263 -264
503 203 656
758 19 -740
264 284 849
588 707 -703
629 364 -761
667 730 -202
476 201 -609
367 355 940
203 711 -579
303 130 634
733 467 954
552 720 249
791 13 607
709 319 -194
442 263 -752
224 148 60
719 306 744
52 72 -687
357 519 -322
330 618 -493
554 301 741
152 52 -226
487 544 -168
106 390 -684
661 212 448
224 635 -453
319 385 -828
336 277 -446
669 233 384
470 312 -446
648 726 -138
617 205 22
123 769 -411
427 207 735
488 659 133
350 122 -590
332 228 923
286 510 -765
440 306 732
230 466 803
123 815 894
227 319 -672
805 105 545
459 223 964
384 526 797
520 555 -651
447 243 376
230 617 -186
370 58 282
310 88 86
337 42 225
594 175 -744
32 580 148
506 655 -2
43 629 -890
327 463 757
671 76 163
761 681 574
183 95 -830
90 104 172
144 366 -806
664 804 133
215 360 -26
69 693 -47
683 218 211
413 122 -772
779 796 731
70 741 904
225 557 -355
695 539 58
225 160 -718
674 810 -500
675 363 -97
205 458 -165
368 789 -783
239 11 911
672 478 -404
357 204 -54
337 91 -328
845 145 -621
123 492 107
325 75 -374
762 192 -114
202 461 897
692 341 210
648 755 -409
701 829 820
467 53 650
391 184 572
614 94 396
131 151 -872
744 499 -983
363 630 247
249 706 -16
640 248 360
654 474 916
401 826 -518
645 99 -702
616 285 -232
410 143 851
689 653 -285
737 667 -739
485 117 -152
205 70 145
289 444 -991
376 576 -687
283 454 861
198 15 798
593 795 287
418 42 567
689 593 -830
419 667 958
180 554 828
284 112 -671
633 395 -74
731 617 -873
16 272 -520
537 211 -35
722 824 -923
207 400 -573
1 642 308
456 592 478
154 605 137
463 194 -389
433 414 774
190 481 715
735 382 698
82 770 -242
351 654 -677
453 405 240
460 229 -944
338 513 -792
321 33 -238
150 413 -476
10 806 408
127 684 580
783 314 454
618 739 210
69 359 703
24 362 993
475 762 -586
510 190 366
436 545 738
648 483 -19
27 4 245
261 143 -694
195 650 -82
257 157 -424
738 127 677
449 574 -873
110 636 236
710 94 28
167 809 197
731 634 169
609 645 644
358 526 732
246 705 960
666 61 955
724 764 719
819 718 680
470 799 352
60 796 818
520 525 -787
161 745 -239
732 163 -261
722 622 -317
622 381 -291
350 282 -527
553 439 974
639 503 -923
643 403 584
828 59 502
667 814 391
272 559 633
599 29 479
514 33 -834
424 432 787
637 279 -856
118 400 227
14 55 -196
281 787 372
504 96 369
708 24 462
635 672 795
583 275 39
444 407 85
346 62 -550
696 834 -838
131 181 -497
284 194 818
594 184 -563
339 212 -271
36 426 770
851 755 511
527 339 496
837 117 -835
436 60 -210
53 678 -401
509 804 -948
392 344 378
307 68 624
546 91 -173
252 433 340
672 797 -735
56 624 486
202 783 -177
535 253 129
418 545 706
406 774 -489
147 8 929
749 432 932
142 238 576
40 151 4
840 408 -151
25 344 626
733 270 607
43 124 489
15 667 -442
41 235 254
224 50 -267
849 629 666
373 483 -289
639 111 -315
808 505 -485
844 383 -687
319 459 270
400 274 111
437 205 -220
419 834 683
813 306 956
241 775 229
692 815 363
403 216 -848
153 755 -49
364 762 -288
323 511 593
104 630 876
211 77 -255
4 169 154
587 792 695
273 461 104
586 640 -127
549 369 952
311 117 461
824 152 256
203 687 -327
588 525 289
650 644 159
626 682 -980
218 800 648
93 279 -52
851 583 428
641 149 962
813 280 -56
821 805 957
247 524 463
213 233 -213
821 258 -90
369 464 -883
242 507 713
256 315 -925
147 800 -608
439 586 -94
620 167 627
296 748 -535
757 591 -510
52 669 388
619 411 -600
732 685 106
674 304 -516
27 156 -660
357 604 844
34 259 44
379 120 426
720 147 665
518 798 992
238 27 -439
614 94 789
723 397 -541
730 341 214
474 294 291
146 520 -378
150 76 -45
647 352 385
804 438 422
483 302 -422
287 96 -715
648 621 -890
101 391 -521
563 40 -481
816 432 -461
427 154 17
720 373 -876
497 781 -74
458 718 -585
137 78 -933
520 541 573
729 747 -81
29 824 -535
321 727 64
693 309 483
712 1 25
628 644 -696
759 512 -80
391 303 112
775 14 221
439 756 -472
537 397 503
659 294 470
284 207 764
351 725 252
264 205 -716
815 415 -26
312 400 -734
72 635 558
773 344 -171
341 201 -161
721 571 255
202 790 -239
117 767 -997
583 690 690
646 598 19
506 45 620
598 277 -157
568 651 -770
200 461 460
736 326 -278
623 209 -115
206 732 40
750 216 -142
414 509 -186
148 268 -587
422 692 269
698 281 816
720 242 -820
598 499 -284
732 340 -355
630 716 -188
501 637 278
566 585 786
40 577 -526
78 36 697
391 87 -804
45 323 471
502 484 -18
769 498 -505
15 67 -45
234 30 192
45 699 45
505 757 656
174 96 -654
274 185 827
63 306 539
216 627 613
637 93 -128
841 195 -438
163 406 966
455 766 487
79 421 451
617 622 -59
216 681 -272
783 407 28
529 120 484
31 754 914
489 143 491
575 625 -60
515 758 394
690 29 -584
647 64 345
829 501 -58
401 258 -658
453 593 136
811 571 698
558 460 726
266 796 -212
794 272 486
852 413 -775
298 313 215
212 100 504
619 342 506
477 605 -846
385 228 198
556 374 534
525 740 -718
261 139 -439
363 603 -824
569 473 -7
740 87 843
580 162 -204
526 777 -679
105 335 829
622 41 -258
407 40 -951
77 262 -735
390 15 464
781 562 -874
649 130 801
692 552 -408
409 614 -110
762 207 673
106 122 779
658 431 339
156 442 -695
414 759 -702
835 51 -263
380 100 513
333 196 807
378 234 -87
586 716 -1
466 679 294
546 393 482
234 520 -122
475 428 77
628 291 785
593 663 -475
581 305 -960
568 364 983
229 710 -125
446 377 -608
590 804 202
392 19 598
213 647 -558
73 142 798
30 683 -792
670 731 -497
352 247 235
507 343 -975
194 292 -109
180 304 578
110 605 780
350 745 652
580 98 120
165 47 467
243 530 -695
835 816
432 651 -160
305 197 340
366 721 23
191 595 -234
62 587 862
347 127 -27
239 148 -964
557 653 -398
807 301 455
521 224 -947
397 588 63
403 125 -248
3 734 -319
132 445 -850
564 347 995
512 773 615
769 71 905
820 42 -246
99 555 327
708 834 704
703 812 -359
714 316 499
89 177 301
58 487 374
610 585 -396
588 136 161
580 246 -209
266 686 146
60 38 762
555 647 700
10 240 387
92 691 -93
261 111 -747
563 390 805
789 568 -430
402 448 -20
542 757 34
317 407 -532
785 323 -363
482 383 421
155 137 636
697 118 398
596 212 121
818 709 -425
71 807 503
739 651 917
586 632 -271
797 474 -235
436 326 729
713 516 -341
176 160 -708
246 129 -184
387 654 743
381 479 632
35 170 -625
402 386 -328
243 167 -780
257 159 -642
417 672 -733
782 39 -77
148 159 -769
427 497 321
619 577 -996
648 214 975
782 462 -133
547 488 365
743 34 -270
819 506 571
256 273 -574
524 495 -422
827 312 -24
756 328 527
224 646 918
304 745 25
356 548 -209
246 484 391
340 690 -883
658 18 -760
683 687 350
24 540 761
478 732 57
310 802 -170
518 72 6
165 301 367
29 85 701
482 509 -581
283 321 -400
719 42 992
246 358 275
611 190 -760
223 730 190
261 153 -246
750 380 -637
37 161 -167
16 539 -927
515 489 -216
164 194 -733
506 358 515
400 151 426
665 130 -942
451 273 991
547 621 372
750 329 -700
577 243 -11
478 287 -12
205 566 -857
178 448 -901
824 563 -59
230 345 923
710 419 -901
769 93 285
155 766 576
472 727 -92
55 218 244
326 209 -586
381 617 591
513 784 430
453 664 -916
419 797 -255
747 207 754
362 650 261
515 551 488
685 131 344
520 293 -420
598 691 -285
300 173 -570
67 100 528
52 463 465
182 637 -412
321 628 -183
90 301 374
514 207 -926
321 477 -641
100 176 162
295 60 824
163 298 713
601 202 924
578 212 -133
55 366 -532
709 20 946
36 41 763
54 547 765
391 546 -882
90 412 209
107 65 -900
758 110 -890
515 165 -479
324 800 -810
245 156 163
587 756 724
478 2 -933
482 683 -556
302 601 -380
547 787 -734
584 193 -95
749 404 -865
720 745 -272
524 186 -640
74 769 910
356 590 548
397 301 715
712 2 -828
642 168 641
133 507 368
531 104 -691
562 654 -525
343 49 -248
224 255 -576
701 792 505
261 344 776
758 384 779
75 637 -867
551 522 -381
647 629 -917
688 231 -195
524 217 -102
116 649 -329
746 752 -848
322 247 662
215 231 -359
168 678 492
59 190 -847
11 111 -85
720 388 440
140 445 570
98 828 -708
122 367 -845
771 501 916
686 98 46
310 210 989
629 577 -700
282 274 491
159 603 -725
71 252 797
212 65 -250
278 755 735
502 312 -668
578 644 -735
459 369 -480
515 586 577
559 788 304
435 518 -655
134 294 -553
400 340 -813
8 726 -488
681 563 125
8 634 -306
528 607 217
36 9 -662
380 472 30
443 669 -124
483 187 -857
396 600 578
31 713 463
405 427 7
380 39 681
346 564 523
356 524 -814
173 489 483
618 735 851
482 433 151
437 387 -157
695 793 -682
445 239 295
30 263 759
408 702 -64
65 468 -996
527 813 -642
813 788 980
675 248 715
443 642 -101
824 604 900
159 282 -575
675 778 257
786 439 106
590 550 909
270 351 -849
414 272 295
448 611 -674
374 387 611
413 98 -935
262 620 825
774 695 -369
295 286 669
557 206 -268
152 494 -554
14 103 -586
689 739 320
815 305 -175
423 505 -52
570 348 383
471 599 260
29 300 224
431 544 254
154 29 -3
454 761 -452
726 734 -225
736 234 731
120 13 -483
204 723 689
643 758 -583
795 799 -477
584 654 400
787 21 -233
715 704 730
270 144 -431
457 754 547
502 534 373
395 85 -50
448 63 28
284 604 -686
641 280 -858
53 362 384
816 49 485
351 174 932
778 517 288
748 253 224
433 78 -485
463 118 471
135 312 -691
360 205 -426
253 551 -602
38 739 858
215 109 -464
74 583 -156
190 583 708
16 595 -531
670 700 792
133 525 771
34 291 740
112 62 232
391 592 165
120 755 306
324 316 -776
233 69 -592
649 325 -730
550 672 -817
741 672 171
257 276 -715
445 206 898
191 671 656
538 745 905
179 700 386
212 620 466
637 381 -725
35 384 -223
364 47 12
381 500 -404
664 246 177
182 527 792
463 514 94
396 657 440
556 110 -486
650 88 847
169 360 -189
429 798 880
209 302 -810
779 164 -97
312 606 743
735 660 -819
591 715 321
716 345 801
642 553 639
195 274 -102
179 418 749
812 339 -696
463 657 -633
288 670 -680
264 561 -990
784 434 -560
792 507 -113
431 312 -833
743 734 760
478 777 203
655 630 -528
357 551 -895
7 94 359
225 684 474
780 653 -184
587 734 453
475 265 -364
666 308 774
668 591 -904
17 649 -537
558 280 81
563 566 772
290 547 -754
228 541 136
653 9 -624
351 754 -57
736 351 2
234 829 193
460 472 83
210 624 138
625 760 -730
480 312 493
12 802 450
318 108 656
58 650 -496
9 363 -962
734 616 -900
39 393 -487
145 790 -118
455 581 704
479 524 190
239 446 -249
730 93 45
819 510 491
277 621 -470
515 534 -516
213 562 -859
651 6 -415
404 674 435
709 617 -112
96 714 965
299 427 -648
458 404 527
723 345 786
457 579 -859
33 265 -160
420 604 8
347 531 850
183 317 621
817 633 -712
18 61 882
431 667 666
607 332 -26
237 690 729
361 214 808
564 52 213
223 180 232
394 144 999
411 635 -168
162 79 399
296 144 563
491 650 -242
176 212 -808
126 61 -325
121 602 271
800 613 111
317 437 30
575 92 -388
348 629 710
33 683 183
426 205 -955
799 541 561
34 455 748
725 651 -73
579 802 193
449 149 485
523 741 902
294 487 561
790 145 -168
572 478 264
215 76 935
265 79 567
136 576 112
616 543 -648
32 419 344
370 392 -197
116 673 813
406 40 288
500 100 -560
430 727 914
189 312 -629
367 56 -632
605 12 649
205 526 -334
473 657 687
438 466 -94
735 473 -204
526 671 -395
383 544 922
111 756 466
135 289 -170
216 345 -91
629 616 -180
641 309 -828
500 163 -778
349 809 -318
758 356 841
380 498 928
293 97 -362
438 668 559
475 506 -390
737 563 -120
718 112 -25
580 589 -616
60 516 176
250 377 -643
628 324 45
209 153 676
266 279 -934
600 361 -410
360 787 170
349 236 -657
281 737 645
162 602 168
686 532 -580
427 311 -376
815 656 -34
362 750 583
624 223 514
632 225 225
319 553 242
350 410 223
96 624 -468
581 731 669
664 325 324
457 351 408
517 230 -888
437 45 422
299 17 -262
275 68 -90
803 363 506
743 734 659
487 550 -379
116 410 304
818 468 205
342 525 271
134 15 651
596 284 -750
59 572 2
574 489 -466
29 246 437
525 196 280
246 473 -468
475 723 -308
347 568 19
386 28 897
123 335 -642
632 345 -178
567 23 -245
490 503 352
542 437 117
240 478 -474
9 681 484
375 120 617
565 719 86
578 339 792
278 301 893
168 20 -180
662 582 500
563 308 -120
539 47 -281
80 200 544
149 365 925
226 810 392
526 157 -196
662 472 -888
390 135 923
28 460 618
252 834 -159
464 192 20
818 753 -8
831 645 610
746 601 -726
662 350 -294
478 373 -602
333 27 -12
26 485 524
168 274 -3
184 816 -41
28 670 769
553 629 -862
731 206 -552
352 227 -417
655 329 -742
764 65 314
442 746 -795
680 91 939
404 437 -696
662 641 599
250 225 -668
531 115 -927
620 609 -709
509 28 -692
653 752 763
671 262 666
231 786 -310
266 154 -432
146 445 -966
406 572 194
632 3 711
735 743 -648
242 593 115
222 332 -650
464 744 205
81 818 928
458 212 -609
235 31 -312
365 46 723
691 34 998
713 28 732
500 309 -258
793 61 686
180 111 651
520 49 371
535 261 -205
552 733 -594
769 772 -489
811 482 957
30 302 -210
738 137 906
575 202 566
102 7 -829
119 380 -227
72 437 607
295 471 219
624 193 -298
483 590 -137
134 400 -157
331 84 468
537 105 -474
761 798 -137
192 420 649
301 346 637
191 353 -441
158 822 -963
475 584 890
162 677 476
602 773 646
143 173 757
654 720 814
670 420 489
567 577 -968
80 567 794
266 679 379
36 226 -937
201 350 60
200 750 670
587 21 -689
477 61 -131
212 810 270
834 380 267
690 144 15
203 762 -710
324 824 217
803 93 359
245 390 -548
773 162 -297
444 165 945
520 6 -475
608 816 -118
748 193 -190
177 336 -705
143 828 -510
560 771 229
532 417 530
789 304 -37
299 263 -959
628 518 -924
10 116 467
12 375 -99
759 704 713
523 14 -561
456 809 -526
367 632 638
761 222 -682
809 223 -687
492 423 598
389 126 457
552 286 947
97 302 233
724 308 445
174 555 327
362 553 297
591 106 -707
402 419 -969
487 805 -331
230 220 -886
249 250 47
511 245 778
578 647 -444
601 554 -686
400 463 -409
732 528 -531
675 470 -661
444 709 83
57 147 -259
59 150 -292
451 440 -440
379 162 -828
742 441 -984
137 630 421
330 299 -564
214 393 854
12 452 602
137 594 935
512 77 -728
256 690 3
198 80 -264
226 359 384
185 504 -20
103 504 124
390 612 454
219 571 -218
282 375 -596
480 437 -497
632 430 368
181 730 -6
824 453 -2
727 522 -938
774 467 -378
744 321 861
30 489 513
4 523 -468
651 358 318
399 74 -148
754 323 -191
619 319 679
642 105 -927
722 495 339
65 461 -193
476 87 786
571 49 -127
214 295 -414
4 346 -56
229 361 631
395 677 -454
738 512 -926
607 688 57
241 358 -937
232 633 728
703 387 -734
457 180 -877
692 697 -912
761 281 26
417 54 -910
462 21 -258
796 250 -793
559 413 -1
524 788 -473
260 67 -763
36 138 -727
779 763 -474
580 352 365
268 357 -870
160 523 -173
465 811 222
341 808 177
759 393 -875
578 445 214
830 154 693
289 302 435
351 613 -612
373 249 599
514 827 -343
396 770 -823
391 183 633
200 651 -145
719 494 361
317 26 -497
693 152 411
226 799 -948
473 545 224
426 188 -926
538 648 522
320 702 -85
503 293 -873
365 429 434
530 165 -159
656 565 -549
563 597 -412
620 233 360
807 84 -645
785 80 734
225 539 68
498 832 -303
97 568 -303
835 160 138
360 141 835
34 755 785
631 704 -475
254 502 -125
165 662 -702
546 475 -924
120 439 337
527 164 -418
171 708 831
819 204 -782
98 384 901
227 831 770
266 125 523
412 192 -243
749 496 762
123 21 6
494 78 -439
18 290 -926
373 229 112
112 781 -149
481 608 -434
620 277 296
504 393 102
344 679 -349
341 31 228
402 439 514
789 581 544
44 596 680
140 178 976
163 206 -502
193 699 991
414 770 218
241 400 843
606 11 181
679 507 240
541 37 859
127 559 371
157 538 236
482 113 305
747 447 248
547 741 -189
637 347 820
660 330 316
41 259 624
169 645 867
826 22 -56
703 474 -612
284 114 52
702 469 638
566 701 362
376 744 511
462 144 -350
452 371 987
218 76 834
778 490 -149
501 181 406
668 719 -978
441 507 -915
61 635 -252
387 131 -673
20 364 843
684 93 412
244 523 -60
624 437 628
764 203 640
483 255 -391
500 48 152
664 765 -23
565 618 994
11 52 77
546 109 647
592 352 960
649 615 950
221 549 -203
741 716 219
775 74 -818
531 718 296
696 623 -770
4 235 -886
447 347 486
406 27 544
214 108 -880
545 20 146
448 652 690
737 77 717
888 982
224 573 -730
619 238 -586
282 177 889
618 282 -498
767 809 39
336 602 -597
864 851 -453
148 627 -786
93 812 353
661 523 -170
554 224 -866
451 53 -199
303 20 -859
587 778 456
380 719 458
207 880 -957
190 581 205
785 447 49
332 868 -160
412 808 -321
105 232 474
871 813 695
724 300 595
189 413 328
484 771 -986
365 754 -732
795 178 -359
98 881 -194
133 104 759
667 807 644
696 195 213
752 391 34
695 344 -930
676 697 973
883 414 -719
766 40 -993
58 231 -647
198 442 719
809 688 -699
206 647 -870
207 757 411
202 120 545
421 369 -549
603 440 961
286 108 -523
407 228 26
549 716 126
107 199 262
434 209 -111
612 740 -95
247 305 542
102 482 -949
536 68 602
474 799 -462
581 874 36
228 474 -190
477 67 -211
113 261 736
46 339 914
841 846 144
536 24 109
134 723 537
819 795 591
549 352 -398
283 715 -140
393 387 326
559 259 -439
382 210 190
725 648 307
713 30 -281
750 714 773
385 379 959
232 606 138
593 691 -494
173 475 -977
736 609 139
399 457 -27
506 597 -467
367 719 415
12 715 251
802 467 184
423 794 -35
343 209 -729
601 817 520
268 177 -950
846 406 199
615 878 -16
831 816 596
15 680 -965
808 656 97
380 276 482
789 14 -700
758 528 739
286 185 596
114 488 977
323 287 -74
195 98 -672
534 812 684
260 887 -545
845 589 731
368 387 -36
640 683 288
691 435 -970
105 523 927
642 244 997
254 735 -390
492 807 -959
31 288 99
385 848 -748
442 488 296
197 529 -167
784 386 714
794 222 797
278 868 -853
196 3 -725
318 41 -978
863 36 -867
249 51 424
158 448 -433
359 744 184
552 736 300
648 804 -453
606 527 547
560 557 -954
630 306 133
259 476 891
299 415 576
474 73 -494
879 770 396
250 611 866
509 702 -700
880 480 330
580 168 172
449 598 -408
831 514 122
189 505 -677
143 603 533
166 378 -201
761 252 -777
795 411 977
479 377 220
471 18 891
77 818 341
253 828 -180
232 499 -467
411 617 249
253 45 -484
793 131 -430
561 577 -261
97 389 -850
724 572 -705
191 402 -871
17 201 -904
850 565 196
72 391 922
861 399 643
427 535 -821
449 515 -993
29 791 -620
117 582 761
74 788 92
739 163 421
418 95 1000
595 392 -744
170 18 928
86 590 754
188 213 359
442 538 598
583 842 531
398 247 -477
324 430 698
426 730 -553
734 588 220
388 68 -9
127 390 43
313 279 119
231 136 855
65 719 -78
573 195 -460
392 803 647
323 248 -692
499 618 113
843 85 -807
353 28 -583
761 210 414
663 594 -549
236 824 607
473 294 -19
868 735 -672
298 636 623
127 452 -723
173 379 404
657 285 -40
183 567 -800
585 615 -206
182 746 -414
522 640 -668
500 499 -808
558 147 -296
257 873 734
853 446 533
791 313 -191
809 231 113
25 180 435
553 601 830
714 71 254
826 759 405
158 137 771
451 619 755
158 294 907
493 268 -447
136 515 -908
846 247 905
390 771 -319
61 454 534
469 705 560
20 503 891
724 490 -859
622 871 861
110 376 -739
29 707 158
794 819 52
485 195 -348
111 787 313
700 458 35
53 57 -347
519 650 -464
870 16 -364
16 725 -953
733 422 529
542 762 206
705 185 -166
392 850 -781
362 109 -550
751 338 905
752 509 -566
447 260 -971
879 407 173
44 662 -102
117 707 -243
422 280 -178
781 753 -211
139 647 -659
703 533 -876
718 186 974
550 196 808
522 203 -624
225 789 -829
852 184 755
868 33 76
258 698 8
605 426 429
6 12 250
748 175 62
515 641 -909
408 180 -110
334 224 238
822 768 276
127 74 -690
62 301 -534
645 232 708
274 124 810
16 539 -598
324 401 886
803 124 677
814 766 -31
807 721 -622
25 283 945
364 18 -523
846 809 441
677 504 627
39 463 94
424 406 -57
440 188 -498
819 507 53
61 116 121
829 689 103
717 129 -948
166 98 268
703 499 -685
12 816 798
70 863 534
301 157 -754
64 382 -815
505 500 -717
590 141 -995
722 161 884
275 423 -988
631 102 -558
374 268 458
765 19 507
224 428 951
381 631 736
120 180 586
237 490 -828
855 565 400
446 522 -339
853 506 -238
836 702 -223
569 767 -976
753 713 903
281 26 80
619 276 -585
213 243 -924
312 469 -975
799 577 -768
305 139 896
204 789 -82
574 521 -487
272 417 19
529 296 853
310 67 758
627 537 450
670 410 -657
430 115 -309
50 110 25
250 49 -453
460 102 -867
217 63 -430
866 600 597
736 358 52
309 696 -285
104 136 822
428 560 -220
682 514 -210
194 520 46
853 290 -771
735 459 538
710 377 -877
428 501 363
441 564 500
205 766 -635
412 782 -338
451 598 300
74 347 -633
464 446 537
588 606 -652
33 17 750
283 290 905
846 678 -231
200 181 -171
326 645 997
499 788 -94
350 543 680
447 217 921
106 678 -378
578 870 519
208 516 908
40 843 -65
357 136 273
100 530 -203
84 865 -349
869 660 759
527 249 842
793 635 -423
632 182 -867
752 488 -71
635 108 76
867 427 -894
538 415 554
73 852 -945
362 134 -8
650 765 630
822 627 -124
194 423 -848
127 68 -897
612 227 -496
568 628 462
554 761 948
155 2 672
654 756 160
29 704 290
807 281 722
330 258 -440
447 382 -488
558 21 639
499 854 10
650 795 -154
759 436 -199
543 160 908
636 164 456
495 441 -99
787 55 -799
593 409 600
612 825 -452
822 748 738
734 621 668
848 875 -975
339 332 326
229 676 -861
175 193 555
492 509 -641
623 170 38
374 729 297
209 801 -946
412 428 250
204 286 637
267 433 -300
206 549 268
212 230 64
59 281 704
610 113 298
630 566 406
706 745 993
468 763 800
257 273 883
421 91 949
300 887 -415
36 759 -465
544 606 -100
433 483 -679
71 526 -754
423 788 357
198 850 -609
95 270 373
361 98 237
20 464 583
615 172 -485
145 731 -123
805 417 -46
592 672 73
658 774 354
417 415 528
657 156 -18
533 684 -43
744 534 179
754 180 871
56 767 802
609 90 -509
382 468 -630
369 476 -288
136 310 344
144 687 -675
851 809 -962
163 417 840
616 888 569
794 245 99
538 8 -293
845 747 23
840 483 -402
317 588 -427
21 492 982
430 624 546
491 789 362
673 260 -646
52 619 684
888 839 534
94 272 848
650 286 -744
116 9 -998
286 263 89
497 557 -825
778 839 -935
598 19 -209
113 834 -284
797 210 855
269 723 70
293 26 -198
856 436 331
341 785 481
707 695 156
799 665 -916
825 6 328
809 577 -686
855 873 156
219 9 562
630 321 -658
594 554 19
305 37 -301
138 21 -761
724 222 992
392 362 -269
5 862 -247
146 36 801
523 411 -274
519 875 108
323 28 -516
802 835 751
371 2 -8
760 604 819
16 306 799
433 427 -917
814 386 40
60 186 649
631 9 671
645 463 -956
496 459 -685
123 804 325
217 880 253
193 796 -21
16 661 -968
99 161 452
269 87 286
318 787 -185
534 664 -896
855 566 -191
813 726 549
630 847 -481
234 369 -908
754 687 345
852 442 714
458 644 500
27 669 -465
678 394 28
717 206 -527
141 568 850
29 723 833
867 803 641
479 470 -489
814 65 942
443 860 -41
521 79 371
382 69 414
512 485 286
125 520 -892
28 354 -915
760 328 592
275 800 -342
18 41 -684
21 51 -882
558 632 -791
354 453 557
713 316 -822
193 458 556
20 732 150
71 428 -415
248 455 -766
195 800 866
382 759 -918
66 512 241
510 264 906
511 519 -457
815 159 466
546 612 52
399 877 -308
786 156 393
736 528 -850
678 511 401
826 645 -532
822 385 226
731 370 -667
25 684 -493
362 308 -397
678 503 549
412 57 468
540 47 541
227 566 643
332 813 177
82 249 -549
331 356 -66
369 604 -927
438 814 939
76 655 478
172 260 -410
831 716 -400
156 403 453
321 772 -697
771 171 -453
509 393 406
409 431 525
661 30 135
732 844 549
115 507 302
498 512 44
328 346 -77
306 406 -401
410 799 419
226 669 -512
812 592 -283
288 73 505
497 513 51
334 376 888
225 121 811
592 123 31
649 306 205
29 195 533
311 349 -742
653 160 353
843 718 813
607 306 -652
92 879 -853
247 255 120
271 200 -371
104 696 -129
782 319 218
767 462 346
53 778 216
78 750 86
841 772 308
231 512 -891
613 746 393
601 395 100
133 781 -879
303 871 950
648 549 90
772 2 -528
769 788 493
316 733 794
701 188 -397
631 591 -274
717 290 -95
759 864 -680
306 871 243
165 195 -847
698 129 319
133 777 282
659 639 451
498 231 -516
60 275 786
15 420 -829
381 339 -447
735 452 -465
659 364 596
813 175 541
596 510 -114
703 396 36
461 882 197
840 842 -506
263 493 -238
603 105 506
511 238 426
659 161 568
176 860 -163
392 355 -408
723 504 327
647 684 -450
367 135 765
66 635 542
290 561 -65
312 254 997
384 746 -114
454 164 -800
700 698 -959
206 693 413
248 366 -643
335 141 402
305 47 848
243 563 -371
764 375 -127
797 722 581
100 89 -830
340 762 -168
146 854 308
885 388 -248
726 256 -812
456 570 738
377 253 -636
384 488 -744
174 518 346
479 392 -801
91 347 -181
698 256 -504
538 829 392
251 75 40
287 311 -479
426 115 563
294 759 137
888 657 963
505 172 -255
514 479 749
842 583 -636
234 828 -149
280 632 270
134 863 634
556 287 55
168 720 965
80 312 -210
474 136 -942
755 789 623
213 858 -239
822 459 -750
626 377 -335
348 458 675
86 102 -618
353 299 -400
409 763 259
302 814 224
576 549 -426
251 283 335
572 456 -106
301 315 882
128 405 -666
290 334 334
589 792 569
74 21 564
550 58 -997
369 631 -821
24 442 590
289 824 865
122 583 312
247 799 766
507 729 -247
441 467 -581
193 42 621
758 220 -468
246 310 796
689 782 74
576 226 252
457 189 -178
808 613 -91
441 52 507
157 525 -838
785 53 -508
376 542 -13
278 158 -680
42 865 -923
